ticker,side,date,price,shares,reason,turnover,fees_inr,pnl_inr,cci,ema_fast,ema_slow,sma_trend,close,high_52w,volar,mvo_weight,alloc_inr
APLLTD.NS,BUY,2016-01-11,591.1349487304688,70,CCI↑-100 + EMA10>20 + Close>SMA200; 52w%=86.6% (>= 50%); VOLAR rank 1/5 (VOLAR=1.49); MVO weight=33.6% of capped cash (25% of available),41379.44641113281,72.73420294525755,0.0,-76.72485961460755,606.6750340713959,608.5097667302919,566.6286003112793,597.1602172851562,689.3456420898438,1.4875092017119746,0.33550696531763435,41938.37066470429
GILLETTE.NS,BUY,2016-01-11,4034.906982421875,10,CCI↑-100 + EMA10>20 + Close>SMA200; 52w%=84.7% (>= 50%); VOLAR rank 2/5 (VOLAR=1.38); MVO weight=32.4% of capped cash (25% of available),40349.06982421875,71.51072760369628,0.0,-69.95901144390311,4066.406140072313,4077.952647662836,4121.295803222656,4060.031982421875,4792.025390625,1.3849218105914949,0.32364351562143034,40455.439452678795
MAHSCOOTER.NS,BUY,2016-01-11,1137.82373046875,23,CCI↑-100 + EMA10>20 + Close>SMA200; 52w%=93.2% (>= 50%); VOLAR rank 3/5 (VOLAR=1.20); MVO weight=21.1% of capped cash (25% of available),26169.94580078125,54.67435066352245,0.0,-77.47816754483173,1174.8937715520144,1180.3251404357663,914.925661315918,1168.2105712890625,1253.4366455078125,1.199760399908203,0.21085659716340177,26357.074645425222
MPHASIS.NS,BUY,2016-01-11,359.7268981933594,45,CCI↑-100 + EMA10>20 + Close>SMA200; 52w%=90.8% (>= 50%); VOLAR rank 4/5 (VOLAR=0.97); MVO weight=13.0% of capped cash (25% of available),16187.710418701172,38.322882771495664,0.0,-87.67895519198495,370.49335887480817,373.1981642191529,318.7810299682617,360.49560546875,396.9718322753906,0.9657327723824582,0.12999292189753353,16249.11523719169
APLLTD.NS,SELL,2016-01-12,589.3498005231841,70,indicator_exit: EMA10<20,41254.48603662288,89.9976513413088,-287.69222879649476,-118.21476311591492,603.849564009409,606.8550221588802,567.5907885742188,591.1349487304688,689.3456420898438,,,
GILLETTE.NS,SELL,2016-01-12,4002.5408436190864,10,indicator_exit: EMA10<20,40025.40843619086,88.72259886415502,-483.8947144957369,-132.76975788633302,4060.679020499506,4073.8530604970306,4120.437139892578,4034.906982421875,4792.025390625,,,
MAHSCOOTER.NS,SELL,2016-01-12,1141.0838802388714,23,indicator_exit: EMA10<20,26244.929245494044,74.426647068851,-54.11755301958089,-149.79867574221743,1168.1537640823299,1176.2773871055742,916.9761285400391,1137.82373046875,1253.4366455078125,,,
MPHASIS.NS,SELL,2016-01-12,361.4180784838492,45,indicator_exit: EMA10<20,16263.813531773212,59.663477708235106,-21.883247407689915,-101.24322259152922,368.53582056909016,371.9151865024107,319.15635345458986,359.7268981933594,396.9718322753906,,,
NATIONALUM.NS,BUY,2016-01-12,21.286752700805664,5862,CCI↑-100 + EMA10>20 + Close>SMA200; 52w%=73.8% (>= 50%); VOLAR rank 2/2 (VOLAR=-0.62); MVO weight=100.0% of capped cash (25% of available),124782.9443321228,171.7680167976286,0.0,-58.73258820701741,21.846737980141427,22.08008219061256,22.431983480453493,21.932649612426758,29.71861457824707,-0.6226996699510255,1.0,124788.10306407014
APLLTD.NS,BUY,2016-01-13,588.0108032226562,73,CCI↑-100 + EMA10>20 + Close>SMA200; 52w%=88.2% (>= 50%); VOLAR rank 2/5 (VOLAR=1.45); MVO weight=34.5% of capped cash (25% of available),42924.788635253906,74.56915157423228,0.0,-40.5195356866872,604.5727278862494,606.9475881753707,568.6395468139649,607.8269653320312,689.3456420898438,1.4509165991605046,0.3451069804312782,43134.49925262543
