Datetime,Close,High,Low,Open,Volume,vwap
2025-04-21 13:30:00+00:00,193.49000549316406,193.59950256347656,192.3800048828125,193.35000610351562,2397948,193.15650431315103
2025-04-21 13:35:00+00:00,193.0117950439453,193.75999450683594,192.57000732421875,193.52000427246094,977151,193.14417895814205
2025-04-21 13:40:00+00:00,193.13999938964844,193.32000732421875,192.63999938964844,193.02279663085938,492300,193.13006913924144
2025-04-21 13:45:00+00:00,193.4199981689453,193.49969482421875,192.60000610351562,193.13499450683594,651815,193.1362947512408
2025-04-21 13:50:00+00:00,192.9196014404297,193.7100067138672,192.8520050048828,193.4499969482422,443159,193.13845974159344
2025-04-21 13:55:00+00:00,192.49949645996094,193.07000732421875,192.4499969482422,192.91990661621094,490560,193.09660079136052
2025-04-21 14:00:00+00:00,191.77000427246094,192.50999450683594,191.57000732421875,192.4499969482422,832880,192.94467467255782
2025-04-21 14:05:00+00:00,191.7899932861328,191.8699951171875,191.36000061035156,191.82000732421875,647957,192.82586818012592
2025-04-21 14:10:00+00:00,192.4105987548828,192.5800018310547,191.78500366210938,191.78500366210938,477808,192.78929345178975
2025-04-21 14:15:00+00:00,192.0200958251953,192.5,191.7100067138672,192.41000366210938,506598,192.74370239789948
2025-04-21 14:20:00+00:00,192.3350067138672,192.41000366210938,191.97999572753906,192.0399932861328,299382,192.7254123107235
2025-04-21 14:25:00+00:00,192.1199951171875,192.64999389648438,192.07009887695312,192.32000732421875,645291,192.69298462856517
2025-04-21 14:30:00+00:00,191.73959350585938,192.13999938964844,191.6199951171875,192.11000061035156,406419,192.65528645942032
2025-04-21 14:35:00+00:00,192.25709533691406,192.2899932861328,191.72999572753906,191.72999572753906,342272,192.63524040345453
2025-04-21 14:40:00+00:00,191.9154052734375,192.49000549316406,191.9001007080078,192.25979614257812,293274,192.6194467395505
2025-04-21 14:45:00+00:00,191.4947967529297,192.0050048828125,191.4199981689453,191.92999267578125,412573,192.5802778287203
2025-04-21 14:50:00+00:00,191.59320068359375,191.72000122070312,191.3699951171875,191.47999572753906,375409,192.54449472616642
2025-04-21 14:55:00+00:00,191.4949951171875,191.61929321289062,191.27000427246094,191.5800018310547,411847,192.50432624880116
2025-04-21 15:00:00+00:00,191.36000061035156,191.86500549316406,191.27000427246094,191.5,356837,192.47300618718612
2025-04-21 15:05:00+00:00,191.7899932861328,191.9499969482422,191.33999633789062,191.36000061035156,382383,192.44783404897518
2025-04-21 15:10:00+00:00,191.25,191.9550018310547,191.13009643554688,191.78500366210938,334776,192.42026825892154
2025-04-21 15:15:00+00:00,191.47999572753906,191.61000061035156,191.06500244140625,191.22000122070312,387200,192.38836780027282
2025-04-21 15:20:00+00:00,191.0399932861328,191.5,190.75999450683594,191.47000122070312,397435,192.34886820519606
2025-04-21 15:25:00+00:00,190.73500061035156,191.10000610351562,190.60499572753906,191.0500030517578,379945,192.30514423666273
2025-04-21 15:30:00+00:00,190.25,190.82000732421875,190.1699981689453,190.72000122070312,693711,192.21165023453145
2025-04-21 15:35:00+00:00,190.1999969482422,190.36990356445312,190.08999633789062,190.22999572753906,430459,192.15239015872663
2025-04-21 15:40:00+00:00,190.25999450683594,190.6876983642578,190.13999938964844,190.1699981689453,381676,192.1063849957224
2025-04-21 15:45:00+00:00,190.1750030517578,190.2696075439453,189.8112030029297,190.25,715872,192.01342870714268
2025-04-21 15:50:00+00:00,190.19000244140625,190.3000030517578,190.13999938964844,190.1750030517578,342449,191.97460511915904
