symbol,time_ist,spot,pcr,pcr_score,doi_net,oi_bias_score,atm_ce_iv,atm_pe_iv,iv_skew,fut_near_price,fut_next_price,fut_near_oi,fut_near_chg_oi,basis,basis_pct_ann,roll_spread,fut_regime,fut_regime_score,dte,fut_price_change,sentiment_score,sentiment_label,error,strike,ce_oi,pe_oi,ce_chg_oi,pe_chg_oi,ce_iv,pe_iv,ce_ltp,pe_ltp
DLF,2025-11-01 22:50:27,757.75,0.6644646477859899,-0.6851933017065418,-3205.0,-0.7615941559557649,23.49,22.84,-0.6499999999999986,,,,,,,,,0.0,,,-0.37080408006372134,Bearish,,860.0,316.0,104.0,63.0,0.0,26.73,0.0,1.0,76.6
DLF,2025-11-01 22:50:27,757.75,0.6644646477859899,-0.6851933017065418,-3205.0,-0.7615941559557649,23.49,22.84,-0.6499999999999986,,,,,,,,,0.0,,,-0.37080408006372134,Bearish,,880.0,370.0,117.0,-76.0,2.0,28.52,38.37,0.65,119.1
DLF,2025-11-01 22:50:27,757.75,0.6644646477859899,-0.6851933017065418,-3205.0,-0.7615941559557649,23.49,22.84,-0.6499999999999986,,,,,,,,,0.0,,,-0.37080408006372134,Bearish,,900.0,268.0,146.0,-98.0,7.0,29.86,42.92,0.4,139.0
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,400.0,0.0,51.0,0.0,-6.0,,35.73,,0.2
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,430.0,0.0,26.0,0.0,14.0,0.0,26.13,0.0,0.3
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,440.0,0.0,380.0,0.0,58.0,0.0,23.93,0.0,0.45
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,445.0,0.0,197.0,0.0,197.0,0.0,23.94,0.0,0.7
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,450.0,24.0,716.0,9.0,182.0,0.0,23.62,39.0,1.0
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,455.0,8.0,90.0,8.0,44.0,0.0,22.81,34.75,1.3
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,460.0,10.0,545.0,10.0,165.0,0.0,22.42,30.25,1.8
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,465.0,8.0,168.0,8.0,58.0,0.0,21.84,25.9,2.4
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,470.0,24.0,428.0,24.0,206.0,0.0,21.59,21.3,3.3
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,475.0,43.0,189.0,12.0,31.0,14.11,21.1,18.05,4.35
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,480.0,156.0,759.0,76.0,248.0,15.32,21.23,14.7,5.95
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,485.0,96.0,267.0,67.0,70.0,15.78,21.55,11.6,8.0
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,490.0,516.0,573.0,455.0,343.0,16.52,21.83,9.15,10.4
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,495.0,248.0,134.0,184.0,4.0,17.3,22.4,7.2,13.3
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,500.0,1496.0,769.0,660.0,-53.0,17.54,23.11,5.4,16.6
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,505.0,768.0,175.0,190.0,-43.0,18.16,24.49,4.15,20.5
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,510.0,1731.0,287.0,501.0,10.0,18.82,25.42,3.2,24.4
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,515.0,471.0,40.0,172.0,-5.0,19.26,26.5,2.4,28.55
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,520.0,1322.0,90.0,331.0,12.0,19.9,28.37,1.85,33.15
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,525.0,365.0,27.0,31.0,7.0,20.4,29.48,1.4,37.55
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,530.0,600.0,43.0,-19.0,0.0,20.85,0.0,1.05,32.45
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,535.0,129.0,24.0,0.0,11.0,21.66,33.96,0.85,47.35
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,540.0,761.0,24.0,253.0,9.0,22.5,35.76,0.7,52.15
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,545.0,240.0,0.0,150.0,0.0,23.07,0.0,0.55,0.0
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,550.0,1605.0,100.0,383.0,1.0,24.25,29.06,0.5,59.35
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,555.0,25.0,4.0,2.0,0.0,24.82,0.0,0.4,54.95
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,560.0,344.0,11.0,-153.0,0.0,25.73,0.0,0.35,54.05
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,565.0,311.0,0.0,-8.0,0.0,26.51,0.0,0.3,0.0
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,570.0,162.0,20.0,-44.0,0.0,27.14,0.0,0.25,63.6
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,580.0,73.0,11.0,13.0,0.0,28.87,0.0,0.2,78.5
DABUR,2025-11-01 22:50:27,488.1,0.5332871012482663,-0.8232378982476095,-1752.0,-0.7615941559557649,16.52,21.83,5.309999999999999,,,,,,,,,0.0,,,-0.3231307850698593,Bearish,,590.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,86.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,1840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,1860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,1880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,1900.0,11.0,30.0,0.0,12.0,0.0,27.0,212.55,4.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,1940.0,0.0,40.0,0.0,-2.0,0.0,25.84,0.0,6.55
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,1960.0,4.0,58.0,2.0,1.0,0.0,25.17,151.7,8.25
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,1980.0,0.0,13.0,0.0,0.0,0.0,24.77,0.0,10.7
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2000.0,26.0,100.0,-6.0,8.0,16.43,24.54,117.7,14.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2020.0,3.0,14.0,1.0,6.0,17.57,24.2,101.75,17.9
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2040.0,2.0,45.0,0.0,8.0,0.0,24.37,96.4,23.6
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2060.0,4.0,29.0,0.0,3.0,0.0,24.37,79.85,30.05
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2080.0,1.0,34.0,1.0,14.0,22.73,23.02,68.4,34.8
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2100.0,200.0,265.0,18.0,27.0,19.45,24.66,50.05,47.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2120.0,55.0,55.0,6.0,-1.0,20.03,24.73,41.25,57.1
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2140.0,102.0,18.0,-8.0,-4.0,20.11,25.66,32.8,70.2
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2160.0,70.0,27.0,1.0,0.0,20.46,25.51,26.25,82.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2180.0,32.0,4.0,-5.0,0.0,21.14,0.0,21.5,72.55
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2200.0,338.0,73.0,-3.0,3.0,20.85,24.58,15.95,107.6
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2220.0,22.0,0.0,22.0,0.0,22.5,0.0,14.5,0.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2240.0,51.0,6.0,0.0,0.0,21.57,0.0,9.75,140.7
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2260.0,53.0,0.0,0.0,0.0,21.9,0.0,7.55,0.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2280.0,1.0,0.0,1.0,0.0,22.05,0.0,5.65,0.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2300.0,231.0,20.0,13.0,0.0,23.05,0.0,4.9,193.9
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2320.0,7.0,0.0,0.0,0.0,25.39,0.0,5.4,114.2
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2340.0,1.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2360.0,31.0,0.0,0.0,0.0,24.75,0.0,2.65,0.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2380.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2400.0,217.0,22.0,6.0,0.0,25.74,0.0,1.75,287.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2420.0,8.0,0.0,0.0,0.0,0.0,,5.9,
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2440.0,1.0,4.0,0.0,0.0,0.0,0.0,8.05,300.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2460.0,3.0,0.0,0.0,0.0,0.0,,27.2,
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2480.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2500.0,41.0,0.0,9.0,0.0,29.55,,0.95,
DALBHARAT,2025-11-01 22:50:27,2100.0,0.5514800514800515,-0.8080205796098273,17.0,0.7615941559557649,19.45,24.66,5.210000000000001,,,,,,,,,0.0,,,-0.013927927096218734,Neutral,,2600.0,29.0,0.0,0.0,0.0,0.0,,1.6,
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,400.0,0.0,13.0,0.0,-3.0,,38.01,,0.95
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,405.0,0.0,28.0,0.0,-1.0,,37.12,,1.15
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,410.0,0.0,67.0,0.0,5.0,0.0,35.0,0.0,1.2
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,420.0,4.0,72.0,0.0,4.0,0.0,35.01,66.35,2.15
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,425.0,0.0,27.0,0.0,4.0,,35.75,,3.0
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,430.0,0.0,197.0,0.0,24.0,0.0,34.44,0.0,3.45
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,435.0,0.0,91.0,0.0,66.0,0.0,34.91,0.0,4.55
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,440.0,4.0,123.0,3.0,26.0,33.52,34.37,34.9,5.5
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,445.0,4.0,10.0,4.0,1.0,35.72,35.44,32.1,7.25
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,450.0,16.0,329.0,0.0,53.0,33.7,33.75,27.85,8.1
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,455.0,3.0,43.0,-1.0,9.0,33.76,34.77,24.65,10.3
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,460.0,72.0,213.0,7.0,84.0,34.37,33.61,21.95,11.75
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,465.0,36.0,90.0,3.0,18.0,32.9,33.47,18.5,13.9
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,470.0,127.0,154.0,53.0,40.0,34.79,33.26,16.9,16.25
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,475.0,118.0,46.0,35.0,16.0,34.42,33.07,14.45,18.85
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,480.0,334.0,116.0,-34.0,18.0,34.41,32.37,12.4,21.45
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,485.0,132.0,17.0,14.0,3.0,34.36,34.38,10.55,25.55
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,490.0,238.0,20.0,137.0,6.0,34.28,33.59,8.9,28.55
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,495.0,93.0,19.0,21.0,11.0,34.55,36.96,7.6,33.55
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,500.0,509.0,16.0,-62.0,4.0,34.02,37.28,6.15,37.35
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,505.0,71.0,16.0,2.0,11.0,34.04,37.75,5.1,41.35
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,510.0,152.0,27.0,63.0,11.0,34.5,35.76,4.35,44.6
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,515.0,146.0,0.0,98.0,0.0,34.27,0.0,3.5,0.0
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,520.0,299.0,4.0,60.0,0.0,34.83,0.0,3.0,46.4
DELHIVERY,2025-11-01 22:50:27,466.7,0.6531379180759113,-0.6999258777896105,-74.0,-0.7615941559557649,32.9,33.47,0.5700000000000003,,,,,,,,,0.0,,,-0.35094572394944795,Bearish,,525.0,11.0,0.0,11.0,0.0,35.08,0.0,2.5,0.0
